"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2550.0,A,SC,50,2600.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2450.0,Y,SC,50,2500.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,520.0,E,SC,50,570.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,980.0,Z,SC,50,1030.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2430.0,W,SC,50,2480.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,510.0,E,SC,50,560.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2550.0,A,SC,50,2600.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2450.0,Y,SC,50,2500.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,520.0,E,SC,50,570.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,980.0,Z,SC,50,1030.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,2430.0,W,SC,50,2480.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4906,738,2016-06-27 17:10,2016-06-27 19:00,510.0,E,SC,50,560.0,喀什喀什机场,乌鲁木齐地窝铺机场,无餐食,无"
"SC,4905,738,2016-06-27 14:15,2016-06-27 16:10,2550.0,A,SC,50,2600.0,乌鲁木齐地窝铺机场,喀什喀什机场,无餐食,无"
