"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,1820.0,F,SC,50,1870.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,910.0,Y,SC,50,960.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,640.0,L,SC,50,690.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,630.0,L,SC,50,680.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,1820.0,F,SC,50,1870.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,910.0,Y,SC,50,960.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,640.0,L,SC,50,690.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4942,738,2016-06-23 11:15,2016-06-23 13:20,630.0,L,SC,50,680.0,上海浦东机场,厦门高崎机场,午餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,900.0,A,SC,50,950.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,890.0,Y,SC,50,940.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,540.0,L,SC,50,590.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,530.0,L,SC,50,580.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,900.0,A,SC,50,950.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,890.0,Y,SC,50,940.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,540.0,L,SC,50,590.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,4941,738,2016-06-23 08:25,2016-06-23 10:10,530.0,L,SC,50,580.0,厦门高崎机场,上海浦东机场,早餐,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,1260.0,A,SC,50,1310.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,1160.0,Y,SC,50,1210.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,460.0,Z,SC,50,510.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,1260.0,A,SC,50,1310.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,1160.0,Y,SC,50,1210.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1196,738,2016-06-23 10:05,2016-06-23 12:05,460.0,Z,SC,50,510.0,银川河东机场,北京首都机场（T3 航站楼）,无餐食,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,1250.0,A,SC,50,1300.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,1110.0,Y,SC,50,1160.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,450.0,Z,SC,50,500.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,1250.0,A,SC,50,1300.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,1110.0,Y,SC,50,1160.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,1195,738,2016-06-23 07:05,2016-06-23 09:15,450.0,Z,SC,50,500.0,北京首都机场（T3 航站楼）,银川河东机场,早餐,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,940.0,A,SC,50,990.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,940.0,Y,SC,50,990.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,480.0,V,SC,50,530.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,940.0,A,SC,50,990.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,940.0,Y,SC,50,990.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4798,738,2016-06-23 15:20,2016-06-23 16:50,480.0,V,SC,50,530.0,武汉天河机场,厦门高崎机场,无餐食,无"
"SC,4797,738,2016-06-23 07:05,2016-06-23 08:45,940.0,A,SC,50,990.0,厦门高崎机场,武汉天河机场,早餐,无"
"SC,4797,738,2016-06-23 07:05,2016-06-23 08:45,950.0,Y,SC,50,1000.0,厦门高崎机场,武汉天河机场,早餐,无"
