"CZ,CZ3611,上海浦东,PVG,201607010900,广州,CAN,201607011125,320,2小时25分钟,J,3380,250"
"CZ,CZ3611,上海浦东,PVG,201607010900,广州,CAN,201607011125,320,2小时25分钟,W,1350,100"
"CZ,CZ3611,上海浦东,PVG,201607010900,广州,CAN,201607011125,320,2小时25分钟,Y,1350,100"
"CZ,CZ379,上海浦东,PVG,201607011400,广州,CAN,201607011620,320,2小时20分钟,J,3380,250"
"CZ,CZ379,上海浦东,PVG,201607011400,广州,CAN,201607011620,320,2小时20分钟,Y,1350,100"
"CZ,CZ9370,上海浦东,PVG,201607011955,广州,CAN,201607012220,323,2小时25分钟,Y,1350,100"
"CZ,CZ9370,上海浦东,PVG,201607011955,广州,CAN,201607012220,323,2小时25分钟,B,1220,90"
"CZ,CZ9370,上海浦东,PVG,201607011955,广州,CAN,201607012220,323,2小时25分钟,M,1080,80"
"CZ,CZ9370,上海浦东,PVG,201607011955,广州,CAN,201607012220,323,2小时25分钟,U,950,70"
"CZ,CZ9370,上海浦东,PVG,201607011955,广州,CAN,201607012220,323,2小时25分钟,L,810,60"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,J,3380,250"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,C,2030,150"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,D,1620,120"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,I,1350,100"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,W,1350,100"
"CZ,CZ3176,上海浦东,PVG,201607012135,广州,CAN,201607012355,320,2小时20分钟,Y,1350,100"
"CZ,CZ380,广州,CAN,201607011245,上海浦东,PVG,201607011515,320,2小时30分钟,J,3380,250"
"CZ,CZ380,广州,CAN,201607011245,上海浦东,PVG,201607011515,320,2小时30分钟,Y,1350,100"
"CZ,CZ9364,广州,CAN,201607011620,上海浦东,PVG,201607011850,323,2小时30分钟,Y,1350,100"
"CZ,CZ9364,广州,CAN,201607011620,上海浦东,PVG,201607011850,323,2小时30分钟,B,1220,90"
"CZ,CZ3175,广州,CAN,201607011805,上海浦东,PVG,201607012040,320,2小时35分钟,J,3380,250"
"CZ,CZ3175,广州,CAN,201607011805,上海浦东,PVG,201607012040,320,2小时35分钟,C,2030,150"
"CZ,CZ3175,广州,CAN,201607011805,上海浦东,PVG,201607012040,320,2小时35分钟,D,1620,120"
"CZ,CZ3175,广州,CAN,201607011805,上海浦东,PVG,201607012040,320,2小时35分钟,W,1350,100"
